feature,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-107,1397.901805271989,1397.9834075650972,1397.8282910010066,0.03960932557695329,1341.8330587617788,1358.3836253996826,1343.8904369989768,1339.4186134601964,1327.1188662129007,1.1558570366518297
FT-108,1230.8065470462725,1230.8777702914354,1230.7478056361563,0.03493073335390196,1298.9114676822571,1315.3311787480877,1301.2326825654698,1296.4986270992795,1285.2202544005017,1.1819301469562054
FT-109,1396.899301617407,1396.9803416469035,1396.8265741735293,0.03983324200273457,1341.7972869078426,1357.880144119264,1344.0520152636232,1339.454277055849,1326.8362289926279,1.118430322145405
FT-110,1397.397689304656,1397.4807202889863,1397.32751164411,0.039641533460632754,1341.878177208506,1358.4040985107413,1343.935126354734,1339.536640575101,1327.2511011759407,1.0627275704614252
FT-111,1295.8363020697318,1295.9072791203832,1295.7734655392767,0.037024305241896184,1243.8481834080928,1256.6009494236548,1245.3463489025294,1241.5589757546982,1232.480297633579,1.045388498174385
FT-112,1295.833757739158,1295.9055910747572,1295.7695076366322,0.03776008085920195,1284.7258569724574,1295.3360296396097,1286.8981919328824,1282.3580923089296,1272.7005949753996,1.0657237935960988
FT-113,1295.8340568472142,1295.9104778358453,1295.768224225936,0.03667802141935282,1325.935889442976,1348.2670237223315,1327.797072671238,1323.3191753625963,1304.2779909769702,1.190702173843557
FT-114,1151.256806499619,1151.3231198517685,1151.2053092518372,0.033356526825737726,1245.2813146104488,1261.8825232464346,1247.5078771979656,1242.7542043970964,1230.7061763431725,1.1684670730987647
FT-115,1151.2577144686827,1151.3262326936172,1151.1904885859722,0.03457221979508193,1279.5426959634483,1288.5432278668475,1281.9849407416825,1276.8114177037735,1271.368124220108,1.3332454669452618
FT-116,1034.3156777245072,1034.3733453488437,1034.2664963897112,0.027741534847243482,1386.2288582150331,1396.2981626211867,1388.9721706356552,1383.0239916368391,1375.9949180878777,1.5877595200199193
FT-117,1034.3191120722333,1034.3791365004477,1034.2691452052984,0.02955396451666387,1419.481401442064,1437.173489695009,1421.2976504376823,1417.1411067903193,1405.209990791653,1.1360127306637906
FT-118,1560.0017940800249,1560.090017053007,1559.9198698668179,0.04332908123594911,1455.4088624671206,1469.8380283733015,1457.1646166902804,1453.1566235223017,1441.8293720287295,1.0131394302246124
FT-119,1173.7328914728205,1173.8032504310777,1173.6726629889213,0.03337638975113053,1443.2962636993905,1461.1698659261056,1446.2752528351925,1440.3320215371118,1432.0197194417306,1.3310233171334998
FT-120,1558.9989797646351,1559.0842363807174,1558.920019528133,0.044886920178662075,1386.1476473421424,1396.0461583818721,1388.6361896759065,1383.3754083622428,1376.375687190463,1.270025774274783
FT-121,1558.995169070793,1559.0819550228848,1558.9198968448936,0.042817280695425064,1419.4642971810733,1435.8906794118377,1421.563979355039,1417.0187324451276,1406.8921053540569,1.117459420027129
FT-122,1558.9975814931574,1559.0919110686575,1558.9204884819696,0.04425205775504813,1455.6854919433242,1470.0663666291703,1457.6303132118721,1453.345694785168,1443.0093526840212,1.0182380922440444
FT-123,1089.0265712685957,1089.0914068180275,1088.971235140457,0.030628248467852923,1455.280496632148,1466.5178693574048,1457.040376031163,1452.9903136270377,1444.6004065151849,1.0482981123890647
FT-124,1039.6588042265028,1039.7181822788175,1039.60785831974,0.028275716024288675,1419.321667147817,1435.4509426502711,1421.01773506427,1416.900410268311,1406.3992888204173,1.1388471623303726
FT-125,1039.65820184451,1039.7156227742003,1039.6116036892988,0.02716091627753837,1455.661683126547,1466.5936145782448,1457.6419700348458,1453.1418866655522,1444.1387128829979,1.1481226616014217
FT-126,1089.3589349095078,1089.4148180416403,1089.3021122932485,0.0314652651679778,1439.0541834189,1443.9025790192345,1441.7753715424665,1435.925619866697,1431.709452784338,1.5876312466436946
FT-127,1089.3621822179891,1089.4251348726045,1089.307522369366,0.03098530040199541,1455.0379438086263,1466.2902433975905,1456.7362453819537,1452.8117716271825,1443.8567584493844,1.0701762813663769
FT-128,1559.5001805325464,1559.5898928598965,1559.4213651654734,0.04528215401015737,1419.2697200028301,1434.9884439283799,1421.1230373671274,1417.110955369115,1406.1567343434988,1.0686491312695778
FT-129,1559.4998407265361,1559.591193601963,1559.4186670548086,0.04460315321105602,1455.3698325798234,1469.8877197763204,1457.3428571525346,1453.1341868624918,1441.7818338974682,1.0536807743373076
FT-130,1040.3294064561312,1040.3900491717618,1040.2756843475045,0.029802232197768307,1419.1001653827748,1433.8092028576395,1421.1078526689091,1416.7725438654402,1405.8145236969008,1.0330371323009613
FT-131,1040.328774739611,1040.3905778938313,1040.2758764608654,0.030281087230292707,1455.4224047810255,1466.6943168640173,1457.3205103985617,1452.9650888395759,1443.890949958978,1.0864556546498374
FT-132,1088.3549855574815,1088.4235585769136,1088.2966321686972,0.03413889917097806,1438.8098367577043,1443.9222989763543,1441.2888604137547,1435.8971073917498,1431.0580607822933,1.1606352416236407
FT-133,1088.3554957275571,1088.4199453175788,1088.2934665530554,0.03053351308413982,1455.6188085752144,1466.7822506003195,1457.4629416105597,1453.362926730289,1444.7626845477362,1.0102804559737497
FT-134,1088.3568018363508,1088.4270703314248,1088.290582748391,0.03452272358429151,1473.517094540187,1482.6548940485163,1476.0500895172927,1470.3533129077691,1467.699538144199,1.4751542512680245
FT-135,1173.2301124568482,1173.299758045921,1173.174174305768,0.033875923079330066,1442.9947789043063,1461.5335927384624,1446.522009722994,1439.6890407160085,1429.7166348575217,1.5507356932126253
FT-136,1040.0009583626654,1040.0569257891393,1039.9470140830122,0.028185122487872683,1386.0494617442525,1396.068245569866,1387.9975391137882,1383.8138140663868,1376.509656906129,1.1247046995250976
FT-137,1039.9948749944976,1040.0556074818528,1039.9401829519206,0.02963403047822027,1419.220544280622,1435.4423992450425,1420.738403699792,1416.9777064725702,1405.3065377539317,1.0235389125370007
FT-138,1039.9973392806219,1040.058723239445,1039.9408463494221,0.0305292028672184,1455.4289604217147,1467.5490430196126,1457.5928674741217,1453.1463043270896,1443.0368334452346,1.139480376270928
FT-139,1174.2345787493819,1174.3047758750722,1174.1691741712189,0.0367706332183141,1443.187753176186,1459.7429939552608,1445.8934686334949,1440.3935207486345,1432.0249712908712,1.2691559803045909
FT-140,1223.2883799925705,1223.3621200936468,1223.2287480892583,0.035006170211234484,1257.8617538028573,1269.8666980654696,1259.7405650826163,1255.3353370369402,1245.8577879085083,1.1917479948660925
FT-141,1223.2951510470548,1223.3681626700757,1223.2234845613689,0.0370316368547799,1273.6834926002612,1281.6057439004244,1276.2935617830008,1270.7086517721582,1268.6967123708414,1.306203097319729
FT-142,1223.287004668688,1223.356662280608,1223.2239895856999,0.03475781871010298,1299.8451740769872,1340.5209657420266,1302.2431801679313,1297.343779084556,1283.3566960044554,1.2104519752257064
FT-143,1632.5484544078683,1632.6430337023194,1632.4618631254198,0.046162135900738345,1455.1631672982346,1465.2903601828598,1457.1482115035499,1452.7942091509242,1445.2795851632454,1.1089243890799863
FT-144,1632.5484775521786,1632.6461105251813,1632.4546442621267,0.04669128607280513,1473.171101763048,1482.4374332428004,1475.4512352411034,1470.6162300679728,1466.381916046143,1.1104967430642156
FT-145,1632.0422244647154,1632.143549164095,1631.944909954586,0.04980377522694195,1455.2449080604651,1465.3258598327639,1457.0759410058565,1452.9375087822204,1445.226665496828,1.1451980467965952
FT-146,1633.038705134174,1633.107167277146,1632.9691329723976,0.0425022110452064,1439.0391430336188,1445.0717250636355,1440.7764451317369,1436.86510091518,1430.6022919201487,0.996074966973379
FT-147,1633.0436758967032,1633.1441146353052,1632.9696891058245,0.04493640371209856,1455.2477318872882,1465.6225339104108,1456.8264409502044,1453.1028637962902,1445.2611468819987,0.9790647979449134
FT-148,1633.0433891731236,1633.1408675210662,1632.9657943151262,0.04557218338726962,1473.397159852177,1482.8077298944656,1475.3327389874705,1471.072093996486,1466.4682648398627,1.0908347103613008
FT-149,1264.301168475248,1264.3726695538803,1264.2328619236057,0.03697388877759962,1498.8110275470938,1512.298849795731,1501.6547552339002,1496.0694294737173,1483.2695644459832,1.3381313997308846
